Democrats,Republicans,Others,Total,ED,RD,year,month,county
1437,219,324,1980,08,16,2018,January,New Castle
221,90,89,400,09,16,2018,January,New Castle
1054,271,449,1774,10,16,2018,January,New Castle
845,228,338,1411,01,17,2018,January,New Castle
1970,217,443,2630,02,17,2018,January,New Castle
1325,285,350,1960,03,17,2018,January,New Castle
701,338,334,1373,04,17,2018,January,New Castle
709,276,364,1349,05,17,2018,January,New Castle
95,60,65,220,06,17,2018,January,New Castle
868,256,383,1507,07,17,2018,January,New Castle
662,138,192,992,08,17,2018,January,New Castle
630,262,293,1185,09,17,2018,January,New Castle
922,247,397,1566,10,17,2018,January,New Castle
1170,308,499,1977,11,17,2018,January,New Castle
1433,453,597,2483,01,18,2018,January,New Castle
834,293,403,1530,02,18,2018,January,New Castle
624,234,272,1130,03,18,2018,January,New Castle
1212,370,397,1979,04,18,2018,January,New Castle
895,343,387,1625,05,18,2018,January,New Castle
1192,319,437,1948,06,18,2018,January,New Castle
606,239,335,1180,07,18,2018,January,New Castle
906,225,342,1473,08,18,2018,January,New Castle
749,269,314,1332,09,18,2018,January,New Castle
499,189,209,897,10,18,2018,January,New Castle
885,372,480,1737,01,19,2018,January,New Castle
687,298,388,1373,02,19,2018,January,New Castle
620,429,437,1486,03,19,2018,January,New Castle
869,403,525,1797,04,19,2018,January,New Castle
836,429,526,1791,05,19,2018,January,New Castle
250,91,139,480,06,19,2018,January,New Castle
548,270,302,1120,07,19,2018,January,New Castle
750,410,519,1679,08,19,2018,January,New Castle
720,376,457,1553,09,19,2018,January,New Castle
489,252,310,1051,10,19,2018,January,New Castle
180,87,126,393,11,19,2018,January,New Castle
803,197,301,1301,12,19,2018,January,New Castle
352,280,230,862,01,21,2018,January,New Castle
690,395,442,1527,02,21,2018,January,New Castle
828,575,524,1927,03,21,2018,January,New Castle
844,479,523,1846,04,21,2018,January,New Castle
770,659,532,1961,05,21,2018,January,New Castle
862,569,578,2009,06,21,2018,January,New Castle
53,109,71,233,07,21,2018,January,New Castle
1006,553,625,2184,08,21,2018,January,New Castle
376,273,280,929,09,21,2018,January,New Castle
912,611,593,2116,10,21,2018,January,New Castle
946,519,662,2127,11,21,2018,January,New Castle
563,640,486,1689,01,22,2018,January,New Castle
451,516,431,1398,02,22,2018,January,New Castle
539,619,464,1622,03,22,2018,January,New Castle
501,613,440,1554,04,22,2018,January,New Castle
764,903,648,2315,05,22,2018,January,New Castle
252,276,238,766,06,22,2018,January,New Castle
1080,697,724,2501,07,22,2018,January,New Castle
531,398,376,1305,08,22,2018,January,New Castle
519,480,350,1349,09,22,2018,January,New Castle
520,476,431,1427,10,22,2018,January,New Castle
783,637,589,2009,11,22,2018,January,New Castle
411,428,319,1158,12,22,2018,January,New Castle
281,105,186,572,01,23,2018,January,New Castle
734,524,522,1780,02,23,2018,January,New Castle
547,392,390,1329,03,23,2018,January,New Castle
956,521,494,1971,04,23,2018,January,New Castle
961,326,513,1800,05,23,2018,January,New Castle
695,584,501,1780,06,23,2018,January,New Castle
570,450,428,1448,07,23,2018,January,New Castle
578,460,416,1454,08,23,2018,January,New Castle
188,244,177,609,09,23,2018,January,New Castle
953,479,578,2010,01,24,2018,January,New Castle
1072,389,490,1951,02,24,2018,January,New Castle
691,293,369,1353,03,24,2018,January,New Castle
626,144,246,1016,04,24,2018,January,New Castle
1200,425,580,2205,05,24,2018,January,New Castle
598,390,417,1405,06,24,2018,January,New Castle
1228,325,434,1987,07,24,2018,January,New Castle
874,424,538,1836,08,24,2018,January,New Castle
506,244,268,1018,09,24,2018,January,New Castle
789,335,458,1582,10,24,2018,January,New Castle
760,252,410,1422,01,25,2018,January,New Castle
573,424,408,1405,02,25,2018,January,New Castle
734,351,494,1579,03,25,2018,January,New Castle
678,381,404,1463,04,25,2018,January,New Castle
607,425,446,1478,05,25,2018,January,New Castle
995,417,495,1907,06,25,2018,January,New Castle
843,496,595,1934,07,25,2018,January,New Castle
429,180,218,827,08,25,2018,January,New Castle
876,428,480,1784,01,26,2018,January,New Castle
919,225,362,1506,02,26,2018,January,New Castle
676,258,328,1262,03,26,2018,January,New Castle
1091,350,465,1906,04,26,2018,January,New Castle
1263,387,602,2252,05,26,2018,January,New Castle
979,354,474,1807,06,26,2018,January,New Castle
1188,415,557,2160,07,26,2018,January,New Castle
302,88,134,524,08,26,2018,January,New Castle
1941,336,603,2880,09,26,2018,January,New Castle
1229,605,643,2477,01,27,2018,January,New Castle
744,351,352,1447,02,27,2018,January,New Castle
794,293,364,1451,03,27,2018,January,New Castle
877,496,578,1951,04,27,2018,January,New Castle
937,505,484,1926,05,27,2018,January,New Castle
947,237,373,1557,06,27,2018,January,New Castle
241,238,189,668,07,27,2018,January,New Castle
937,592,570,2099,08,27,2018,January,New Castle
819,644,476,1939,09,27,2018,January,New Castle
829,687,596,2112,10,27,2018,January,New Castle
900,81,177,1158,01,01,2018,Februay,New Castle
1571,65,190,1826,02,01,2018,Februay,New Castle
1117,73,169,1359,03,01,2018,Februay,New Castle
1576,102,274,1952,04,01,2018,Februay,New Castle
1225,202,335,1762,05,01,2018,Februay,New Castle
570,47,111,728,06,01,2018,Februay,New Castle
655,57,144,856,07,01,2018,Februay,New Castle
149,61,55,265,08,01,2018,Februay,New Castle
994,105,162,1261,09,01,2018,Februay,New Castle
1514,76,216,1806,10,01,2018,Februay,New Castle
726,66,167,959,11,01,2018,Februay,New Castle
379,120,173,672,12,01,2018,Februay,New Castle
849,152,209,1210,13,01,2018,Februay,New Castle
476,229,242,947,14,01,2018,Februay,New Castle
1865,115,309,2289,01,02,2018,Februay,New Castle
635,31,97,763,02,02,2018,Februay,New Castle
224,54,81,359,03,02,2018,Februay,New Castle
66,33,22,121,04,02,2018,Februay,New Castle
1034,107,234,1375,05,02,2018,Februay,New Castle
839,118,304,1261,06,02,2018,Februay,New Castle
883,122,228,1233,07,02,2018,Februay,New Castle
943,59,170,1172,08,02,2018,Februay,New Castle
519,213,238,970,09,02,2018,Februay,New Castle
1127,195,438,1760,10,02,2018,Februay,New Castle
1495,68,235,1798,11,02,2018,Februay,New Castle
941,51,163,1155,12,02,2018,Februay,New Castle
378,88,209,675,17,02,2018,Februay,New Castle
1062,93,231,1386,01,03,2018,Februay,New Castle
1252,234,317,1803,02,03,2018,Februay,New Castle
585,56,153,794,03,03,2018,Februay,New Castle
1348,114,272,1734,04,03,2018,Februay,New Castle
133,9,33,175,05,03,2018,Februay,New Castle
1189,109,295,1593,06,03,2018,Februay,New Castle
1643,167,372,2182,07,03,2018,Februay,New Castle
1087,188,292,1567,08,03,2018,Februay,New Castle
1551,172,376,2099,09,03,2018,Februay,New Castle
271,71,94,436,10,03,2018,Februay,New Castle
1155,351,405,1911,01,04,2018,Februay,New Castle
592,649,411,1652,02,04,2018,Februay,New Castle
1019,372,317,1708,03,04,2018,Februay,New Castle
544,150,185,879,04,04,2018,Februay,New Castle
287,40,74,401,05,04,2018,Februay,New Castle
820,303,373,1496,06,04,2018,Februay,New Castle
965,332,385,1682,07,04,2018,Februay,New Castle
942,708,748,2398,08,04,2018,Februay,New Castle
636,89,208,933,09,04,2018,Februay,New Castle
222,52,67,341,10,04,2018,Februay,New Castle
559,588,417,1564,11,04,2018,Februay,New Castle
632,579,496,1707,12,04,2018,Februay,New Castle
178,51,78,307,13,04,2018,Februay,New Castle
196,48,60,304,14,04,2018,Februay,New Castle
214,242,169,625,15,04,2018,Februay,New Castle
120,28,48,196,16,04,2018,Februay,New Castle
1448,307,419,2174,01,05,2018,Februay,New Castle
742,230,293,1265,02,05,2018,Februay,New Castle
909,161,242,1312,03,05,2018,Februay,New Castle
1255,142,331,1728,04,05,2018,Februay,New Castle
971,151,331,1453,05,05,2018,Februay,New Castle
1104,164,259,1527,06,05,2018,Februay,New Castle
712,210,308,1230,07,05,2018,Februay,New Castle
1378,412,494,2284,08,05,2018,Februay,New Castle
1085,145,223,1453,09,05,2018,Februay,New Castle
1151,149,288,1588,10,05,2018,Februay,New Castle
605,334,367,1306,01,06,2018,Februay,New Castle
695,603,450,1748,02,06,2018,Februay,New Castle
174,135,110,419,03,06,2018,Februay,New Castle
672,303,375,1350,04,06,2018,Februay,New Castle
1156,336,416,1908,05,06,2018,Februay,New Castle
648,144,196,988,06,06,2018,Februay,New Castle
491,408,311,1210,07,06,2018,Februay,New Castle
1002,593,652,2247,08,06,2018,Februay,New Castle
1026,585,542,2153,09,06,2018,Februay,New Castle
638,623,450,1711,10,06,2018,Februay,New Castle
517,451,362,1330,11,06,2018,Februay,New Castle
725,594,475,1794,12,06,2018,Februay,New Castle
832,495,479,1806,01,07,2018,Februay,New Castle
778,608,520,1906,02,07,2018,Februay,New Castle
661,471,369,1501,03,07,2018,Februay,New Castle
1428,582,596,2606,04,07,2018,Februay,New Castle
466,129,267,862,05,07,2018,Februay,New Castle
532,290,244,1066,06,07,2018,Februay,New Castle
827,453,402,1682,07,07,2018,Februay,New Castle
712,573,459,1744,08,07,2018,Februay,New Castle
719,433,386,1538,09,07,2018,Februay,New Castle
1354,430,495,2279,10,07,2018,Februay,New Castle
441,554,368,1363,01,08,2018,Februay,New Castle
1117,524,516,2157,02,08,2018,Februay,New Castle
831,417,390,1638,03,08,2018,Februay,New Castle
1129,239,320,1688,04,08,2018,Februay,New Castle
1456,586,619,2661,05,08,2018,Februay,New Castle
871,612,523,2006,06,08,2018,Februay,New Castle
678,775,462,1915,07,08,2018,Februay,New Castle
880,537,456,1873,08,08,2018,Februay,New Castle
151,143,92,386,09,08,2018,Februay,New Castle
985,423,484,1892,10,08,2018,Februay,New Castle
703,571,465,1739,01,09,2018,Februay,New Castle
755,347,363,1465,02,09,2018,Februay,New Castle
1037,774,607,2418,03,09,2018,Februay,New Castle
412,434,257,1103,04,09,2018,Februay,New Castle
477,286,237,1000,05,09,2018,Februay,New Castle
590,506,456,1552,06,09,2018,Februay,New Castle
282,289,197,768,07,09,2018,Februay,New Castle
672,346,340,1358,08,09,2018,Februay,New Castle
540,520,407,1467,09,09,2018,Februay,New Castle
699,397,374,1470,10,09,2018,Februay,New Castle
814,818,667,2299,11,09,2018,Februay,New Castle
583,397,360,1340,12,09,2018,Februay,New Castle
775,493,479,1747,13,09,2018,Februay,New Castle
792,702,488,1982,01,10,2018,Februay,New Castle
665,483,383,1531,02,10,2018,Februay,New Castle
556,483,390,1429,03,10,2018,Februay,New Castle
1124,485,456,2065,04,10,2018,Februay,New Castle
581,604,412,1597,05,10,2018,Februay,New Castle
625,631,418,1674,06,10,2018,Februay,New Castle
779,650,550,1979,07,10,2018,Februay,New Castle
1079,242,368,1689,08,10,2018,Februay,New Castle
574,482,352,1408,09,10,2018,Februay,New Castle
741,187,271,1199,10,10,2018,Februay,New Castle
771,495,443,1709,01,11,2018,Februay,New Castle
1135,447,560,2142,02,11,2018,Februay,New Castle
614,616,561,1791,03,11,2018,Februay,New Castle
532,332,335,1199,04,11,2018,Februay,New Castle
720,529,493,1742,01,12,2018,Februay,New Castle
561,447,363,1371,02,12,2018,Februay,New Castle
508,410,382,1300,03,12,2018,Februay,New Castle
377,606,275,1258,04,12,2018,Februay,New Castle
653,691,474,1818,05,12,2018,Februay,New Castle
258,356,185,799,06,12,2018,Februay,New Castle
552,447,378,1377,07,12,2018,Februay,New Castle
546,683,479,1708,08,12,2018,Februay,New Castle
535,461,429,1425,09,12,2018,Februay,New Castle
665,661,518,1844,10,12,2018,Februay,New Castle
435,753,407,1595,11,12,2018,Februay,New Castle
470,549,462,1481,12,12,2018,Februay,New Castle
372,493,259,1124,13,12,2018,Februay,New Castle
394,373,295,1062,14,12,2018,Februay,New Castle
921,411,571,1903,01,13,2018,Februay,New Castle
658,271,387,1316,02,13,2018,Februay,New Castle
402,51,82,535,03,13,2018,Februay,New Castle
864,386,520,1770,04,13,2018,Februay,New Castle
996,372,561,1929,05,13,2018,Februay,New Castle
1002,470,612,2084,06,13,2018,Februay,New Castle
355,130,196,681,07,13,2018,Februay,New Castle
1324,334,551,2209,08,13,2018,Februay,New Castle
1038,274,447,1759,09,13,2018,Februay,New Castle
380,172,239,791,10,13,2018,Februay,New Castle
455,87,175,717,11,13,2018,Februay,New Castle
10,2,6,18,12,13,2018,Februay,New Castle
120,20,37,177,13,13,2018,Februay,New Castle
1156,536,677,2369,01,15,2018,Februay,New Castle
1091,595,606,2292,02,15,2018,Februay,New Castle
1294,478,556,2328,03,15,2018,Februay,New Castle
627,302,293,1222,04,15,2018,Februay,New Castle
1634,580,653,2867,05,15,2018,Februay,New Castle
1093,257,450,1800,06,15,2018,Februay,New Castle
890,418,438,1746,07,15,2018,Februay,New Castle
589,321,336,1246,08,15,2018,Februay,New Castle
317,228,226,771,09,15,2018,Februay,New Castle
1576,361,563,2500,10,15,2018,Februay,New Castle
1116,335,450,1901,01,16,2018,Februay,New Castle
1525,171,353,2049,02,16,2018,Februay,New Castle
1334,64,189,1587,03,16,2018,Februay,New Castle
645,150,257,1052,04,16,2018,Februay,New Castle
1539,130,246,1915,05,16,2018,Februay,New Castle
1079,137,246,1462,06,16,2018,Februay,New Castle
928,113,242,1283,07,16,2018,Februay,New Castle
1437,219,324,1980,08,16,2018,Februay,New Castle
221,90,89,400,09,16,2018,Februay,New Castle
1054,271,449,1774,10,16,2018,Februay,New Castle
845,228,338,1411,01,17,2018,Februay,New Castle
1970,217,443,2630,02,17,2018,Februay,New Castle
1325,285,350,1960,03,17,2018,Februay,New Castle
701,338,334,1373,04,17,2018,Februay,New Castle
709,276,364,1349,05,17,2018,Februay,New Castle
95,60,65,220,06,17,2018,Februay,New Castle
868,256,383,1507,07,17,2018,Februay,New Castle
662,138,192,992,08,17,2018,Februay,New Castle
630,262,293,1185,09,17,2018,Februay,New Castle
922,247,397,1566,10,17,2018,Februay,New Castle
1170,308,499,1977,11,17,2018,Februay,New Castle
1433,453,597,2483,01,18,2018,Februay,New Castle
834,293,403,1530,02,18,2018,Februay,New Castle
624,234,272,1130,03,18,2018,Februay,New Castle
1212,370,397,1979,04,18,2018,Februay,New Castle
895,343,387,1625,05,18,2018,Februay,New Castle
1192,319,437,1948,06,18,2018,Februay,New Castle
606,239,335,1180,07,18,2018,Februay,New Castle
906,225,342,1473,08,18,2018,Februay,New Castle
749,269,314,1332,09,18,2018,Februay,New Castle
499,189,209,897,10,18,2018,Februay,New Castle
885,372,480,1737,01,19,2018,Februay,New Castle
687,298,388,1373,02,19,2018,Februay,New Castle
620,429,437,1486,03,19,2018,Februay,New Castle
869,403,525,1797,04,19,2018,Februay,New Castle
836,429,526,1791,05,19,2018,Februay,New Castle
250,91,139,480,06,19,2018,Februay,New Castle
548,270,302,1120,07,19,2018,Februay,New Castle
750,410,519,1679,08,19,2018,Februay,New Castle
720,376,457,1553,09,19,2018,Februay,New Castle
489,252,310,1051,10,19,2018,Februay,New Castle
180,87,126,393,11,19,2018,Februay,New Castle
803,197,301,1301,12,19,2018,Februay,New Castle
352,280,230,862,01,21,2018,Februay,New Castle
690,395,442,1527,02,21,2018,Februay,New Castle
828,575,524,1927,03,21,2018,Februay,New Castle
844,479,523,1846,04,21,2018,Februay,New Castle
770,659,532,1961,05,21,2018,Februay,New Castle
862,569,578,2009,06,21,2018,Februay,New Castle
53,109,71,233,07,21,2018,Februay,New Castle
1006,553,625,2184,08,21,2018,Februay,New Castle
376,273,280,929,09,21,2018,Februay,New Castle
912,611,593,2116,10,21,2018,Februay,New Castle
946,519,662,2127,11,21,2018,Februay,New Castle
563,640,486,1689,01,22,2018,Februay,New Castle
451,516,431,1398,02,22,2018,Februay,New Castle
539,619,464,1622,03,22,2018,Februay,New Castle
501,613,440,1554,04,22,2018,Februay,New Castle
764,903,648,2315,05,22,2018,Februay,New Castle
252,276,238,766,06,22,2018,Februay,New Castle
1080,697,724,2501,07,22,2018,Februay,New Castle
531,398,376,1305,08,22,2018,Februay,New Castle
519,480,350,1349,09,22,2018,Februay,New Castle
520,476,431,1427,10,22,2018,Februay,New Castle
783,637,589,2009,11,22,2018,Februay,New Castle
411,428,319,1158,12,22,2018,Februay,New Castle
281,105,186,572,01,23,2018,Februay,New Castle
734,524,522,1780,02,23,2018,Februay,New Castle
547,392,390,1329,03,23,2018,Februay,New Castle
956,521,494,1971,04,23,2018,Februay,New Castle
961,326,513,1800,05,23,2018,Februay,New Castle
695,584,501,1780,06,23,2018,Februay,New Castle
570,450,428,1448,07,23,2018,Februay,New Castle
578,460,416,1454,08,23,2018,Februay,New Castle
188,244,177,609,09,23,2018,Februay,New Castle
953,479,578,2010,01,24,2018,Februay,New Castle
1072,389,490,1951,02,24,2018,Februay,New Castle
691,293,369,1353,03,24,2018,Februay,New Castle
626,144,246,1016,04,24,2018,Februay,New Castle
1200,425,580,2205,05,24,2018,Februay,New Castle
598,390,417,1405,06,24,2018,Februay,New Castle
1228,325,434,1987,07,24,2018,Februay,New Castle
874,424,538,1836,08,24,2018,Februay,New Castle
506,244,268,1018,09,24,2018,Februay,New Castle
789,335,458,1582,10,24,2018,Februay,New Castle
760,252,410,1422,01,25,2018,Februay,New Castle
573,424,408,1405,02,25,2018,Februay,New Castle
734,351,494,1579,03,25,2018,Februay,New Castle
678,381,404,1463,04,25,2018,Februay,New Castle
607,425,446,1478,05,25,2018,Februay,New Castle
995,417,495,1907,06,25,2018,Februay,New Castle
843,496,595,1934,07,25,2018,Februay,New Castle
429,180,218,827,08,25,2018,Februay,New Castle
876,428,480,1784,01,26,2018,Februay,New Castle
919,225,362,1506,02,26,2018,Februay,New Castle
676,258,328,1262,03,26,2018,Februay,New Castle
1091,350,465,1906,04,26,2018,Februay,New Castle
1263,387,602,2252,05,26,2018,Februay,New Castle
979,354,474,1807,06,26,2018,Februay,New Castle
1188,415,557,2160,07,26,2018,Februay,New Castle
302,88,134,524,08,26,2018,Februay,New Castle
1941,336,603,2880,09,26,2018,Februay,New Castle
1229,605,643,2477,01,27,2018,Februay,New Castle
744,351,352,1447,02,27,2018,Februay,New Castle
794,293,364,1451,03,27,2018,Februay,New Castle
877,496,578,1951,04,27,2018,Februay,New Castle
937,505,484,1926,05,27,2018,Februay,New Castle
947,237,373,1557,06,27,2018,Februay,New Castle
241,238,189,668,07,27,2018,Februay,New Castle
937,592,570,2099,08,27,2018,Februay,New Castle
819,644,476,1939,09,27,2018,Februay,New Castle
829,687,596,2112,10,27,2018,Februay,New Castle
900,81,177,1158,01,01,2018,March,New Castle
1571,65,190,1826,02,01,2018,March,New Castle
1117,73,169,1359,03,01,2018,March,New Castle
1576,102,274,1952,04,01,2018,March,New Castle
1225,202,335,1762,05,01,2018,March,New Castle
570,47,111,728,06,01,2018,March,New Castle
655,57,144,856,07,01,2018,March,New Castle
149,61,55,265,08,01,2018,March,New Castle
994,105,162,1261,09,01,2018,March,New Castle
1514,76,216,1806,10,01,2018,March,New Castle
726,66,167,959,11,01,2018,March,New Castle
379,120,173,672,12,01,2018,March,New Castle
849,152,209,1210,13,01,2018,March,New Castle
476,229,242,947,14,01,2018,March,New Castle
1865,115,309,2289,01,02,2018,March,New Castle
635,31,97,763,02,02,2018,March,New Castle
224,54,81,359,03,02,2018,March,New Castle
66,33,22,121,04,02,2018,March,New Castle
1034,107,234,1375,05,02,2018,March,New Castle
839,118,304,1261,06,02,2018,March,New Castle
883,122,228,1233,07,02,2018,March,New Castle
943,59,170,1172,08,02,2018,March,New Castle
519,213,238,970,09,02,2018,March,New Castle
1127,195,438,1760,10,02,2018,March,New Castle
1495,68,235,1798,11,02,2018,March,New Castle
941,51,163,1155,12,02,2018,March,New Castle
378,88,209,675,17,02,2018,March,New Castle
1062,93,231,1386,01,03,2018,March,New Castle
1252,234,317,1803,02,03,2018,March,New Castle
585,56,153,794,03,03,2018,March,New Castle
1348,114,272,1734,04,03,2018,March,New Castle
133,9,33,175,05,03,2018,March,New Castle
1189,109,295,1593,06,03,2018,March,New Castle
1643,167,372,2182,07,03,2018,March,New Castle
1087,188,292,1567,08,03,2018,March,New Castle
1551,172,376,2099,09,03,2018,March,New Castle
271,71,94,436,10,03,2018,March,New Castle
1155,351,405,1911,01,04,2018,March,New Castle
592,649,411,1652,02,04,2018,March,New Castle
1019,372,317,1708,03,04,2018,March,New Castle
544,150,185,879,04,04,2018,March,New Castle
287,40,74,401,05,04,2018,March,New Castle
820,303,373,1496,06,04,2018,March,New Castle
965,332,385,1682,07,04,2018,March,New Castle
942,708,748,2398,08,04,2018,March,New Castle
636,89,208,933,09,04,2018,March,New Castle
222,52,67,341,10,04,2018,March,New Castle
559,588,417,1564,11,04,2018,March,New Castle
632,579,496,1707,12,04,2018,March,New Castle
178,51,78,307,13,04,2018,March,New Castle
196,48,60,304,14,04,2018,March,New Castle
214,242,169,625,15,04,2018,March,New Castle
120,28,48,196,16,04,2018,March,New Castle
1448,307,419,2174,01,05,2018,March,New Castle
742,230,293,1265,02,05,2018,March,New Castle
909,161,242,1312,03,05,2018,March,New Castle
1255,142,331,1728,04,05,2018,March,New Castle
971,151,331,1453,05,05,2018,March,New Castle
1104,164,259,1527,06,05,2018,March,New Castle
712,210,308,1230,07,05,2018,March,New Castle
1378,412,494,2284,08,05,2018,March,New Castle
1085,145,223,1453,09,05,2018,March,New Castle
1151,149,288,1588,10,05,2018,March,New Castle
605,334,367,1306,01,06,2018,March,New Castle
695,603,450,1748,02,06,2018,March,New Castle
174,135,110,419,03,06,2018,March,New Castle
672,303,375,1350,04,06,2018,March,New Castle
1156,336,416,1908,05,06,2018,March,New Castle
648,144,196,988,06,06,2018,March,New Castle
491,408,311,1210,07,06,2018,March,New Castle
1002,593,652,2247,08,06,2018,March,New Castle
1026,585,542,2153,09,06,2018,March,New Castle
638,623,450,1711,10,06,2018,March,New Castle
517,451,362,1330,11,06,2018,March,New Castle
725,594,475,1794,12,06,2018,March,New Castle
832,495,479,1806,01,07,2018,March,New Castle
778,608,520,1906,02,07,2018,March,New Castle
661,471,369,1501,03,07,2018,March,New Castle
1428,582,596,2606,04,07,2018,March,New Castle
466,129,267,862,05,07,2018,March,New Castle
532,290,244,1066,06,07,2018,March,New Castle
827,453,402,1682,07,07,2018,March,New Castle
712,573,459,1744,08,07,2018,March,New Castle
719,433,386,1538,09,07,2018,March,New Castle
1354,430,495,2279,10,07,2018,March,New Castle
441,554,368,1363,01,08,2018,March,New Castle
1117,524,516,2157,02,08,2018,March,New Castle
831,417,390,1638,03,08,2018,March,New Castle
1129,239,320,1688,04,08,2018,March,New Castle
1456,586,619,2661,05,08,2018,March,New Castle
871,612,523,2006,06,08,2018,March,New Castle
678,775,462,1915,07,08,2018,March,New Castle
880,537,456,1873,08,08,2018,March,New Castle
151,143,92,386,09,08,2018,March,New Castle
985,423,484,1892,10,08,2018,March,New Castle
703,571,465,1739,01,09,2018,March,New Castle
755,347,363,1465,02,09,2018,March,New Castle
1037,774,607,2418,03,09,2018,March,New Castle
412,434,257,1103,04,09,2018,March,New Castle
477,286,237,1000,05,09,2018,March,New Castle
590,506,456,1552,06,09,2018,March,New Castle
282,289,197,768,07,09,2018,March,New Castle
672,346,340,1358,08,09,2018,March,New Castle
540,520,407,1467,09,09,2018,March,New Castle
699,397,374,1470,10,09,2018,March,New Castle
814,818,667,2299,11,09,2018,March,New Castle
583,397,360,1340,12,09,2018,March,New Castle
775,493,479,1747,13,09,2018,March,New Castle
792,702,488,1982,01,10,2018,March,New Castle
665,483,383,1531,02,10,2018,March,New Castle
556,483,390,1429,03,10,2018,March,New Castle
1124,485,456,2065,04,10,2018,March,New Castle
581,604,412,1597,05,10,2018,March,New Castle
625,631,418,1674,06,10,2018,March,New Castle
779,650,550,1979,07,10,2018,March,New Castle
1079,242,368,1689,08,10,2018,March,New Castle
574,482,352,1408,09,10,2018,March,New Castle
741,187,271,1199,10,10,2018,March,New Castle
771,495,443,1709,01,11,2018,March,New Castle
1135,447,560,2142,02,11,2018,March,New Castle
614,616,561,1791,03,11,2018,March,New Castle
532,332,335,1199,04,11,2018,March,New Castle
720,529,493,1742,01,12,2018,March,New Castle
561,447,363,1371,02,12,2018,March,New Castle
508,410,382,1300,03,12,2018,March,New Castle
377,606,275,1258,04,12,2018,March,New Castle
653,691,474,1818,05,12,2018,March,New Castle
258,356,185,799,06,12,2018,March,New Castle
552,447,378,1377,07,12,2018,March,New Castle
546,683,479,1708,08,12,2018,March,New Castle
535,461,429,1425,09,12,2018,March,New Castle
665,661,518,1844,10,12,2018,March,New Castle
435,753,407,1595,11,12,2018,March,New Castle
470,549,462,1481,12,12,2018,March,New Castle
372,493,259,1124,13,12,2018,March,New Castle
394,373,295,1062,14,12,2018,March,New Castle
921,411,571,1903,01,13,2018,March,New Castle
658,271,387,1316,02,13,2018,March,New Castle
402,51,82,535,03,13,2018,March,New Castle
864,386,520,1770,04,13,2018,March,New Castle
996,372,561,1929,05,13,2018,March,New Castle
1002,470,612,2084,06,13,2018,March,New Castle
355,130,196,681,07,13,2018,March,New Castle
1324,334,551,2209,08,13,2018,March,New Castle
1038,274,447,1759,09,13,2018,March,New Castle
380,172,239,791,10,13,2018,March,New Castle
455,87,175,717,11,13,2018,March,New Castle
10,2,6,18,12,13,2018,March,New Castle
120,20,37,177,13,13,2018,March,New Castle
1156,536,677,2369,01,15,2018,March,New Castle
1091,595,606,2292,02,15,2018,March,New Castle
1294,478,556,2328,03,15,2018,March,New Castle
627,302,293,1222,04,15,2018,March,New Castle
1634,580,653,2867,05,15,2018,March,New Castle
1093,257,450,1800,06,15,2018,March,New Castle
890,418,438,1746,07,15,2018,March,New Castle
589,321,336,1246,08,15,2018,March,New Castle
317,228,226,771,09,15,2018,March,New Castle
1576,361,563,2500,10,15,2018,March,New Castle
1116,335,450,1901,01,16,2018,March,New Castle
1525,171,353,2049,02,16,2018,March,New Castle
1334,64,189,1587,03,16,2018,March,New Castle
645,150,257,1052,04,16,2018,March,New Castle
1539,130,246,1915,05,16,2018,March,New Castle
1079,137,246,1462,06,16,2018,March,New Castle
928,113,242,1283,07,16,2018,March,New Castle
1437,219,324,1980,08,16,2018,March,New Castle
221,90,89,400,09,16,2018,March,New Castle
1054,271,449,1774,10,16,2018,March,New Castle
845,228,338,1411,01,17,2018,March,New Castle
1970,217,443,2630,02,17,2018,March,New Castle
1325,285,350,1960,03,17,2018,March,New Castle
701,338,334,1373,04,17,2018,March,New Castle
709,276,364,1349,05,17,2018,March,New Castle
95,60,65,220,06,17,2018,March,New Castle
868,256,383,1507,07,17,2018,March,New Castle
662,138,192,992,08,17,2018,March,New Castle
630,262,293,1185,09,17,2018,March,New Castle
922,247,397,1566,10,17,2018,March,New Castle
1170,308,499,1977,11,17,2018,March,New Castle
1433,453,597,2483,01,18,2018,March,New Castle
834,293,403,1530,02,18,2018,March,New Castle
624,234,272,1130,03,18,2018,March,New Castle
1212,370,397,1979,04,18,2018,March,New Castle
895,343,387,1625,05,18,2018,March,New Castle
1192,319,437,1948,06,18,2018,March,New Castle
606,239,335,1180,07,18,2018,March,New Castle
906,225,342,1473,08,18,2018,March,New Castle
749,269,314,1332,09,18,2018,March,New Castle
499,189,209,897,10,18,2018,March,New Castle
885,372,480,1737,01,19,2018,March,New Castle
687,298,388,1373,02,19,2018,March,New Castle
620,429,437,1486,03,19,2018,March,New Castle
869,403,525,1797,04,19,2018,March,New Castle
836,429,526,1791,05,19,2018,March,New Castle
250,91,139,480,06,19,2018,March,New Castle
548,270,302,1120,07,19,2018,March,New Castle
750,410,519,1679,08,19,2018,March,New Castle
720,376,457,1553,09,19,2018,March,New Castle
489,252,310,1051,10,19,2018,March,New Castle
180,87,126,393,11,19,2018,March,New Castle
803,197,301,1301,12,19,2018,March,New Castle
352,280,230,862,01,21,2018,March,New Castle
690,395,442,1527,02,21,2018,March,New Castle
828,575,524,1927,03,21,2018,March,New Castle
844,479,523,1846,04,21,2018,March,New Castle
